0,-50,-60,-61,-64,-59,-61,-71
0,-50,-62,-62,-64,-59,-62,-69
0,-50,-60,-61,-64,-59,-62,-69
0,-50,-60,-61,-64,-59,-61,-71
0,-50,-62,-62,-64,-59,-62,-69
0,-50,-60,-61,-64,-59,-62,-69
0,-51,-61,-61,-64,-59,-63,-68
0,-50,-60,-62,-63,-59,-63,-72
0,-50,-63,-62,-64,-59,-63,-68
0,-50,-61,-61,-65,-57,-60,-64
0,-50,-61,-60,-66,-57,-60,-64
0,-50,-61,-60,-65,-57,-60,-65
0,-51,-61,-57,-63,-57,-59,-71
0,-51,-62,-58,-63,-57,-58,-69
0,-51,-60,-56,-63,-57,-57,-69
0,-51,-64,-58,-65,-54,-61,-67
0,-51,-62,-57,-66,-56,-60,-70
0,-51,-63,-59,-66,-57,-60,-66
0,-51,-60,-60,-70,-59,-58,-66
0,-51,-61,-58,-68,-59,-59,-69
0,-51,-62,-58,-68,-57,-59,-74
0,-51,-61,-58,-69,-57,-60,-65
0,-50,-62,-59,-69,-58,-58,-65
0,-50,-62,-57,-69,-57,-58,-64
0,-51,-64,-59,-70,-54,-62,-68
0,-51,-61,-58,-69,-54,-60,-69
0,-51,-63,-59,-69,-54,-59,-66
0,-51,-62,-57,-66,-54,-59,-70
0,-51,-67,-58,-68,-54,-58,-68
0,-51,-63,-58,-69,-56,-57,-70
0,-51,-62,-58,-66,-55,-59,-68
0,-51,-62,-58,-67,-56,-60,-69
0,-51,-63,-58,-68,-56,-60,-68
0,-50,-64,-58,-66,-56,-60,-65
0,-50,-63,-57,-66,-56,-60,-66
0,-50,-63,-58,-67,-56,-59,-66
0,-51,-62,-58,-67,-57,-60,-64
0,-51,-64,-57,-67,-56,-60,-64
0,-51,-62,-57,-67,-56,-60,-64
0,-51,-63,-58,-67,-57,-60,-69
0,-51,-63,-57,-67,-56,-59,-68
0,-51,-63,-58,-67,-56,-60,-68
0,-50,-62,-57,-66,-57,-58,-66
0,-51,-62,-59,-66,-57,-59,-66
0,-50,-62,-58,-66,-57,-58,-65
0,-51,-63,-57,-67,-57,-59,-63
0,-51,-61,-57,-66,-57,-60,-63
0,-51,-63,-57,-66,-56,-59,-63
0,-51,-62,-58,-65,-57,-58,-66
0,-51,-65,-59,-65,-57,-57,-66
0,-51,-63,-59,-65,-57,-58,-66
0,-51,-65,-58,-67,-57,-58,-65
0,-51,-62,-59,-68,-57,-59,-65
0,-51,-63,-57,-67,-57,-58,-66
0,-51,-62,-58,-66,-56,-58,-68
0,-51,-63,-57,-66,-56,-59,-67
0,-50,-62,-58,-66,-56,-59,-66
0,-51,-64,-57,-66,-56,-59,-65
0,-50,-62,-58,-66,-56,-58,-66
0,-51,-63,-57,-66,-56,-59,-65
0,-51,-62,-57,-67,-55,-58,-66
0,-51,-63,-58,-67,-55,-59,-65
0,-51,-62,-58,-67,-55,-58,-67
0,-51,-61,-59,-69,-56,-58,-65
0,-51,-61,-57,-68,-56,-58,-65
0,-51,-62,-59,-68,-56,-59,-65
0,-51,-63,-58,-68,-56,-59,-65
0,-51,-61,-59,-68,-56,-59,-65
0,-51,-61,-58,-68,-56,-58,-65
0,-50,-61,-59,-69,-57,-58,-69
0,-51,-63,-58,-69,-56,-59,-65
0,-51,-61,-59,-69,-57,-59,-66
0,-50,-62,-60,-67,-57,-59,-66
0,-51,-61,-59,-66,-57,-59,-65
0,-50,-63,-59,-66,-57,-60,-65
0,-51,-62,-59,-67,-57,-60,-66
0,-50,-61,-60,-67,-56,-60,-66
0,-50,-61,-59,-67,-56,-59,-66
0,-50,-60,-60,-66,-56,-60,-70
0,-50,-63,-59,-67,-56,-60,-67
0,-51,-60,-60,-67,-56,-60,-68
0,-51,-63,-58,-67,-56,-61,-66
0,-51,-61,-59,-67,-56,-60,-71
0,-51,-63,-58,-68,-56,-61,-66
0,-51,-62,-57,-68,-56,-60,-66
0,-51,-62,-58,-68,-56,-60,-66
0,-51,-62,-58,-68,-56,-60,-66
0,-51,-63,-59,-67,-56,-59,-66
0,-51,-65,-58,-67,-56,-59,-65
0,-51,-63,-59,-67,-56,-59,-65
0,-51,-63,-58,-69,-56,-59,-64
0,-51,-62,-59,-68,-56,-58,-69
0,-51,-64,-57,-67,-56,-58,-65
0,-50,-63,-58,-67,-56,-59,-66
0,-51,-63,-57,-67,-55,-59,-66
0,-50,-62,-59,-68,-55,-59,-69
0,-51,-63,-59,-66,-56,-59,-68
0,-51,-63,-59,-66,-56,-59,-67
0,-51,-63,-58,-66,-55,-60,-67
0,-51,-65,-58,-69,-56,-59,-68
0,-51,-63,-59,-68,-56,-58,-69
0,-51,-63,-58,-68,-56,-58,-67
0,-51,-63,-59,-66,-56,-59,-67
0,-51,-65,-58,-66,-56,-59,-68
0,-51,-63,-58,-66,-56,-59,-69
0,-51,-63,-58,-66,-56,-60,-65
0,-50,-62,-59,-66,-56,-59,-66
0,-51,-64,-57,-67,-57,-60,-67
0,-51,-63,-58,-66,-56,-60,-69
0,-51,-63,-58,-66,-56,-60,-69
0,-51,-62,-59,-66,-56,-60,-69
0,-51,-63,-58,-66,-55,-59,-71
0,-51,-64,-58,-66,-55,-60,-67
0,-51,-63,-57,-66,-55,-60,-67
0,-51,-64,-57,-64,-56,-60,-65
0,-51,-63,-58,-65,-56,-59,-68
0,-51,-64,-57,-65,-56,-60,-64
0,-51,-63,-59,-64,-56,-60,-65
0,-51,-63,-57,-65,-56,-60,-65
0,-50,-62,-59,-64,-56,-59,-66
0,-51,-63,-58,-66,-56,-59,-68
0,-51,-63,-59,-66,-56,-59,-67
0,-51,-62,-58,-66,-56,-60,-67
0,-51,-64,-58,-66,-56,-60,-69
0,-51,-62,-58,-66,-56,-59,-71
0,-51,-63,-58,-66,-56,-59,-69
0,-50,-63,-59,-65,-56,-59,-66
0,-51,-64,-58,-66,-55,-60,-66
0,-51,-62,-59,-66,-56,-59,-69
0,-51,-63,-58,-66,-56,-59,-71
0,-51,-63,-58,-66,-56,-59,-71
0,-51,-63,-57,-65,-56,-60,-70
0,-51,-64,-58,-67,-57,-60,-67
0,-51,-62,-58,-67,-57,-60,-68
0,-50,-63,-59,-66,-57,-60,-66
0,-51,-63,-59,-68,-56,-59,-69
0,-51,-64,-58,-68,-56,-60,-69
0,-51,-62,-58,-66,-56,-59,-73
0,-51,-63,-57,-66,-55,-59,-69
0,-51,-63,-60,-67,-55,-59,-69
0,-51,-63,-58,-66,-55,-60,-69
0,-51,-65,-58,-66,-56,-59,-68
0,-51,-63,-57,-66,-56,-59,-70
0,-51,-63,-58,-66,-56,-60,-69
0,-50,-62,-58,-66,-55,-60,-66
0,-51,-64,-58,-67,-55,-60,-66
0,-50,-63,-57,-66,-55,-60,-67
0,-50,-63,-58,-66,-55,-60,-65
0,-50,-62,-59,-66,-55,-60,-66
0,-51,-63,-58,-66,-55,-60,-66
0,-51,-64,-59,-66,-55,-60,-67
0,-51,-63,-57,-65,-55,-60,-67
0,-50,-63,-59,-66,-55,-60,-67
0,-50,-62,-58,-65,-56,-59,-66
0,-51,-64,-58,-66,-56,-60,-65
0,-50,-62,-57,-66,-56,-60,-65
0,-51,-63,-58,-66,-56,-59,-65
0,-50,-62,-59,-67,-56,-59,-65
0,-51,-64,-60,-67,-56,-60,-65
0,-51,-63,-59,-68,-56,-60,-64
0,-50,-62,-58,-67,-56,-60,-65
0,-51,-62,-59,-67,-56,-60,-65
0,-51,-62,-58,-66,-56,-59,-69
0,-51,-64,-59,-66,-56,-59,-65
0,-51,-63,-58,-66,-56,-59,-65
0,-51,-63,-58,-66,-56,-60,-66
0,-50,-62,-58,-66,-56,-60,-67
0,-51,-65,-59,-66,-56,-61,-66
0,-51,-63,-58,-66,-57,-60,-66
0,-51,-62,-59,-66,-57,-61,-65
0,-51,-62,-58,-66,-57,-60,-68
0,-51,-62,-59,-66,-57,-60,-66
0,-50,-61,-58,-66,-56,-60,-66
0,-51,-63,-59,-66,-56,-60,-66
0,-51,-61,-58,-66,-56,-59,-64
0,-51,-63,-59,-66,-56,-59,-64
0,-51,-61,-59,-66,-56,-59,-67
0,-51,-62,-59,-66,-56,-59,-68
0,-51,-62,-58,-66,-56,-60,-68
0,-51,-63,-59,-66,-56,-60,-67
0,-51,-63,-59,-65,-56,-59,-67
0,-51,-61,-60,-65,-56,-60,-67
0,-51,-61,-58,-65,-56,-60,-67
0,-50,-61,-58,-65,-56,-59,-69
0,-51,-63,-58,-66,-56,-60,-66
0,-51,-61,-59,-65,-56,-59,-67
0,-51,-62,-59,-64,-55,-59,-68
0,-51,-62,-57,-65,-56,-58,-66
0,-51,-63,-58,-65,-55,-59,-66
0,-51,-63,-58,-66,-56,-59,-71
0,-51,-62,-59,-66,-56,-59,-73
0,-51,-62,-58,-66,-56,-59,-71
0,-51,-60,-58,-66,-55,-59,-68
0,-51,-63,-58,-66,-55,-59,-66
0,-51,-60,-58,-66,-55,-60,-68
0,-51,-62,-59,-68,-55,-58,-68
0,-51,-61,-58,-66,-55,-58,-68
0,-51,-63,-57,-67,-55,-59,-68
0,-51,-62,-58,-69,-57,-59,-66
0,-51,-62,-59,-69,-57,-58,-67
0,-50,-62,-58,-69,-57,-58,-66
0,-50,-61,-58,-67,-56,-59,-66
0,-50,-63,-57,-67,-56,-60,-64
0,-50,-61,-58,-66,-56,-60,-66
0,-51,-61,-58,-66,-56,-60,-63
0,-50,-60,-58,-66,-56,-60,-64
0,-51,-62,-57,-66,-56,-60,-64
0,-51,-61,-57,-66,-56,-59,-67
0,-51,-61,-57,-66,-57,-60,-68
0,-50,-61,-57,-66,-57,-59,-67
0,-51,-61,-58,-66,-56,-60,-69
0,-51,-63,-57,-66,-55,-61,-65
0,-51,-62,-58,-66,-56,-60,-66
0,-51,-63,-58,-66,-57,-60,-69
0,-51,-61,-59,-66,-57,-60,-74
0,-51,-63,-57,-65,-55,-60,-68
0,-51,-62,-58,-69,-56,-58,-67
0,-51,-63,-57,-69,-56,-60,-68
0,-50,-61,-58,-68,-56,-59,-75
0,-51,-62,-57,-66,-55,-58,-71
0,-51,-62,-57,-67,-54,-59,-69
0,-51,-63,-57,-67,-54,-59,-69
0,-51,-63,-57,-69,-55,-61,-67
0,-51,-62,-58,-69,-54,-61,-70
0,-51,-62,-58,-69,-55,-61,-69
0,-51,-60,-58,-66,-57,-60,-66
0,-51,-62,-57,-65,-57,-61,-64
0,-51,-60,-58,-65,-57,-61,-64
0,-51,-61,-57,-65,-56,-59,-63
