-60,-45,-69,-54,-40,-57,-51,
-60,-45,-70,-54,-40,-58,-51,
-61,-45,-63,-54,-41,-58,-51,
-59,-45,-64,-54,-40,-58,-53,
-59,-45,-63,-54,-40,-57,-53,
-59,-45,-65,-53,-40,-57,-53,
-58,-45,-64,-53,-40,-57,-53,
-58,-44,-66,-53,-40,-58,-53,
-59,-45,-64,-54,-40,-58,-52,
-60,-45,-65,-53,-40,-57,-53,
-58,-45,-65,-53,-40,-57,-53,
-58,-44,-66,-53,-40,-58,-53,
-58,-45,-66,-52,-40,-58,-53,
-59,-45,-65,-53,-40,-57,-53,
-58,-45,-66,-53,-40,-57,-53,
-60,-45,-64,-54,-40,-57,-53,
-58,-45,-66,-53,-40,-57,-53,
-59,-45,-66,-54,-40,-57,-53,
-57,-45,-67,-54,-40,-58,-53,
-60,-45,-64,-53,-40,-57,-53,
-58,-45,-66,-53,-39,-57,-53,
-60,-45,-61,-54,-40,-57,-52,
-58,-45,-66,-54,-40,-57,-52,
-60,-45,-65,-54,-40,-57,-52,
-59,-45,-69,-54,-39,-57,-52,
-61,-45,-63,-54,-40,-57,-52,
-58,-45,-68,-54,-40,-57,-51,
-59,-45,-71,-52,-40,-59,-51,
-58,-45,-65,-52,-40,-60,-51,
-61,-45,,-51,-40,-59,-51,
-57,-44,-72,-53,-40,-58,-51,
-57,-45,-71,-54,-40,-57,-51,
-56,-45,,-54,-40,-58,-51,
-56,-45,-66,-54,-40,-57,-52,
-57,-44,-65,-54,-40,-57,-52,
-57,-45,-63,-54,-40,-57,-52,
-57,-45,-64,-54,-40,-57,-51,
-56,-45,-65,-54,-40,-57,-51,
-56,-44,-65,-54,-40,-58,-51,
-55,-45,-66,-52,-41,-58,-50,
-56,-44,-64,-53,-41,-58,-50,
-55,-45,-65,-53,-40,-58,-51,
-60,-45,-66,-51,-40,-57,-51,
-58,-45,-72,-50,-40,-57,-51,
-60,-45,-71,-51,-40,-57,-51,
-57,-45,-68,-52,-39,-56,-51,
-59,-45,-73,-51,-40,-56,-51,
-57,-45,-69,-51,-39,-57,-51,
-58,-44,-66,-51,-39,-60,-51,
-57,-44,-64,-51,-39,-60,-51,
-58,-43,,-51,-39,-60,-51,
-55,-45,-64,-51,-39,-63,-51,
-57,-44,-64,-51,-39,-62,-51,
-55,-44,-64,-51,-39,-62,-51,
-57,-45,-66,-52,-40,-61,-51,
-55,-44,-64,-52,-39,-61,-51,
-57,-45,-65,-52,-39,-60,-51,
-55,-44,-66,-52,-39,-60,-51,
-57,-45,-65,-52,-39,-59,-51,
-56,-45,,-52,-39,-59,-51,
-57,-45,-71,-51,-40,-58,-51,
-57,-45,-70,-51,-40,-59,-51,
-59,-45,,-51,-40,-59,-51,
-57,-44,-73,-52,-39,-58,-51,
-57,-45,-72,-52,-40,-58,-51,
-57,-45,,-53,-40,-60,-51,
-58,-45,-69,-51,-39,-58,-51,
-59,-45,-67,-51,-39,-58,-51,
-59,-44,,-52,-39,-58,-51,
-58,-45,-65,-51,-39,-57,-51,
-60,-45,-67,-51,-40,-57,-51,
-58,-45,-65,-51,-40,-57,-51,
-60,-45,-71,-51,-40,-56,-50,
-59,-45,-73,-51,-39,-55,-51,
-60,-45,-71,-51,-39,-55,-51,
-57,-45,-68,-52,-40,-59,-51,
-59,-45,-73,-51,-40,-59,-50,
-57,-45,,-51,-40,-58,-50,
-58,-45,-70,-52,-40,-59,-51,
-56,-45,-69,-52,-39,-59,-51,
-57,-45,-72,-51,-40,-59,-51,
-56,-44,-68,-53,-39,-60,-51,
-57,-45,-69,-53,-40,-59,-51,
-57,-45,-67,-53,-39,-58,-51,
-58,-45,-65,-52,-40,-59,-51,
-58,-44,-64,-52,-40,-60,-51,
-59,-45,-71,-52,-40,-60,-51,
-57,-44,-70,-53,-40,-57,-51,
-57,-45,-70,-53,-40,-57,-51,
-56,-45,,-53,-39,-58,-51,
-56,-45,-69,-52,-40,-59,-51,
-57,-45,-70,-52,-39,-60,-51,
-57,-45,-71,-51,-40,-59,-51,
-57,-44,-72,,-40,-60,-51,
-57,-45,,-52,-40,-58,-51,
-56,-45,,-52,-39,-59,-51,
-57,-44,-72,-52,-40,-60,-51,
-57,-45,-71,-52,-39,-60,-51,
-58,-45,,-51,-39,-60,-51,
-58,-45,-73,-52,-40,-57,-50,
-59,-44,-73,-51,-40,-58,-50,
-58,-45,,-51,-40,-57,-50,
-60,-45,-71,-51,-40,-60,-50,
-58,-45,-71,-51,-39,-60,-50,
-58,-43,-72,-51,-39,-61,-50,
-57,-45,-70,-53,-39,-56,-51,
-59,-45,-71,-54,-40,-56,-50,
-57,-45,-71,-53,-39,-57,-51,
-57,-45,-65,-52,-40,-57,-51,
-55,-45,-67,-51,-39,-57,-51,
-56,-44,,-52,-40,-57,-51,
-56,-45,-67,-53,-40,-60,-51,
-58,-45,-67,-53,-40,-60,-51,
-56,-45,-67,-52,-40,-60,-51,
-57,-45,-67,-52,-40,-60,-51,
-55,-45,-68,-52,-40,-59,-51,
-57,-45,,-53,-40,-60,-51,
-54,-45,-70,-53,-39,-60,-51,
-55,-45,-69,-53,-40,-60,-51,
-54,-45,,-52,-39,-60,-52,
-55,-45,-65,-54,-41,-60,-52,
-54,-45,-69,-54,-40,-60,-52,
-56,-45,-67,-53,-41,-60,-53,
-55,-44,-65,-53,-40,-61,-53,
-57,-45,-63,-53,-40,-60,-54,
-54,-45,-65,-52,-39,-60,-54,
-56,-45,-62,-53,-40,-60,-51,
-55,-45,-64,-54,-39,-60,-51,
-56,-45,,-53,-40,-59,-52,
-55,-44,-70,-54,-40,-57,-51,
-56,-45,-65,-54,-40,-57,-51,
-54,-45,-70,-53,-40,-57,-51,
-55,-45,-67,-53,-40,-57,-51,
-54,-44,-70,-54,-40,-57,-51,
-57,-44,-67,-54,-40,-57,-51,
-55,-43,-69,-54,-40,-58,-51,
-55,-44,-69,-54,-40,-57,-51,
-54,-44,,-54,-40,-57,-51,
-55,-44,-67,-54,-40,-57,-51,
-55,-44,-66,-54,-40,-57,-51,
-56,-44,,-54,-41,-57,-51,
-55,-43,-66,-54,-41,-58,-51,
-55,-44,-64,-54,-41,-57,-50,
-54,-44,-66,-54,-41,-58,-50,
-54,-45,-66,-54,-40,-60,-52,
-54,-44,-62,-54,-40,-61,-52,
-54,-44,,-54,-41,-60,-52,
-54,-44,-63,-53,-40,-57,-54,
-54,-45,-65,-53,-40,-57,-54,
-54,-44,-62,-53,-40,-58,-54,
-55,-44,-66,-54,-40,-58,-51,
-56,-44,-63,-53,-40,-58,-51,
-56,-44,-64,-53,-41,-58,-52,
-54,-43,-62,-54,-39,-58,-52,
-55,-43,-63,-54,-40,-57,-52,
-54,-43,-61,-53,-39,-57,-53,
-55,-44,-65,-54,-40,-58,-52,
-54,-44,-63,-54,-39,-58,-52,
-55,-44,-64,-54,-39,-57,-52,
-55,-44,-63,-54,-39,-57,-52,
-57,-44,-65,-54,-39,-57,-51,
-54,-44,-63,-54,-39,-57,-52,
-55,-44,-64,-53,-39,-57,-54,
-54,-44,-65,-53,-39,-57,-53,
-55,-44,-64,-54,-39,-57,-54,
-54,-43,-65,-54,-39,-60,-54,
-56,-44,-63,-54,-39,-59,-54,
-54,-44,-65,-53,-39,-59,-54,
-55,-44,-61,-54,-40,-58,-53,
-54,-43,-63,-54,-39,-59,-54,
-55,-44,-63,-54,-40,-58,-54,
-56,-43,-65,-53,-39,-57,-54,
-56,-44,-61,-53,-40,-57,-54,
-54,-44,-65,-53,-39,-57,-54,
-54,-44,-61,-52,-39,-57,-52,
-54,-44,-63,-52,-39,-57,-52,
-55,-45,-63,-51,-39,-57,-52,
-55,-44,-70,-51,-39,-57,-53,
-57,-45,-69,-51,-39,-56,-52,
-55,-45,,-51,-39,-56,-53,
,,,,,,,
,,,,,,,
,,,,,,,
-54,-45,-62,-51,-40,-58,-51,
-54,-44,-63,-51,-40,,-51,
-56,-43,-64,-51,-40,,-51,
-54,-44,-62,-53,-40,-56,-50,
-54,-44,-65,-54,-39,-57,-50,
-55,-44,-62,-54,-40,-57,-50,
-57,-44,-65,-51,-39,-57,-51,
-57,-45,-63,-51,-40,-57,-51,
-56,-45,-64,-51,-39,-57,-51,
-56,-44,-64,-52,-39,-58,-51,
-55,-44,-68,-52,-39,-57,-51,
-57,-45,-65,-51,-39,-57,-51,
-56,-44,-70,-53,-40,-57,-52,
